Date,Price,Geo_lat,Geo_lon,Building_type
2018-09-08,1150000,56.110533,47.2223089,1
2018-09-08,2600000,55.7147315,38.2104552,3
2018-09-08,1600000,58.0898712,56.3887247,1
2018-09-08,6800000,44.8794194,37.3086079,2
2018-09-08,5400000,44.0990441,39.079564,2
2018-09-08,1760000,61.79891,34.335873,1
2018-09-08,1969000,61.7559258,34.4371373,3
2018-09-08,3699000,44.8794194,37.3086079,2
2018-09-08,1800000,57.9568563,56.2411761,3
2018-09-08,1900000,44.8661755,38.1536477,3
2018-09-08,4800000,44.675917,37.789169,2
2018-09-08,1550000,44.8661755,38.1536477,3
2018-09-08,6500000,44.8876224,37.3030946,2
2018-09-08,4069000,44.5911683,38.0426932,2
2018-09-08,7600000,55.5477812,37.5701297,1
2018-09-08,6400000,44.6751367,37.7843935,2
2018-09-08,2450000,45.090113,39.004886,2
2018-09-08,3050000,45.0401604,38.9759647,2
2018-09-08,9590400,55.6737145,37.7455594,2
2018-09-08,2450000,56.6249,47.89191,3
2018-09-08,6300000,44.6812389,37.786473,2
2018-09-08,1900000,45.093995,39.001463,2
2018-09-08,1880000,44.998382,39.076221,2
2018-09-08,990000,45.0972055,39.0297997,2
2018-09-08,10250000,47.2239119,39.702144,3
2018-09-08,2550000,45.0660632,38.9665226,2
2018-09-08,1500000,44.0542947,43.0372682,1
2018-09-08,1990000,44.9954885,39.0762484,2
2018-09-08,2300000,45.09005,39.004454,2
2018-09-08,10500000,45.043948,38.943306,2
2018-09-08,5980000,45.05271,39.01791,2
2018-09-08,1399000,45.0929799,38.9112931,2
2018-09-08,1430000,45.092175,38.907535,2
2018-09-08,5500000,55.816377,37.9656188,1
2018-09-08,9800000,45.0207193,38.9863091,2
2018-09-08,5000000,45.055251,38.9681,2
2018-09-08,3950000,45.05334,39.01863,2
2018-09-08,3250000,45.071109,39.029967,2
2018-09-08,6242346,60.0368892,30.2261228,2
2018-09-08,1250000,45.1129419,39.0471961,2
2018-09-08,4899000,45.121647,38.92655,2
2018-09-08,3100000,42.9700151,47.5185726,3
2018-09-08,2620000,45.054054,39.017705,2
2018-09-08,6350000,55.7115804,37.3956114,1
2018-09-08,3888800,45.008774,38.996925,2
2018-09-08,3268000,45.052207,39.034153,2
2018-09-08,3700000,45.0562898,39.0325793,2
2018-09-08,2050000,55.166017,61.292384,1
2018-09-08,8300000,45.0519865,38.9588649,2
2018-09-08,1650000,45.1017778,38.9485161,2
2018-09-08,3462000,44.5753673,38.083733,2
2018-09-08,2050000,56.0796388,37.9308719,3
2018-09-08,2950000,45.026731,39.089821,2
2018-09-08,1700000,45.148383,38.9996392,2
2018-09-08,2279160,45.1028976,38.978231,2
2018-09-08,4821960,44.6759321,37.7868612,2
2018-09-08,5700000,45.040668,38.997663,2
2018-09-08,1980480,45.1028976,38.978231,2
2018-09-08,4000000,45.1018005,38.972481,2
2018-09-08,6000000,45.053143,39.019816,2
2018-09-08,3367200,45.0614045,38.9456725,2
2018-09-08,2080000,51.648443,39.188708,2
2018-09-08,3238503,44.8703277,37.3367778,2
2018-09-08,6300000,45.0500124,38.984306,2
2018-09-08,1501500,45.045132,38.993711,2
2018-09-08,8500000,45.040216,38.975996,2
2018-09-08,9609080,55.7899861,37.4754634,2
2018-09-08,3550000,45.0644472,38.9563685,2
2018-09-08,1182000,45.092175,38.907535,2
2018-09-08,4225900,45.0614045,38.9456725,2
2018-09-08,2600000,45.092175,38.907535,2
2018-09-08,1850000,45.073732,38.903924,2
2018-09-08,2200000,45.092175,38.907535,2
2018-09-08,815100,45.0471141,39.1185627,2
2018-09-08,4406000,45.0598242,38.9443542,2
2018-09-08,2050000,45.056779,39.034171,2
2018-09-08,1813000,45.046915,39.109297,2
2018-09-08,2766160,45.092175,38.907535,2
2018-09-08,3850000,44.7397087,37.7236071,2
2018-09-08,4086180,44.6759321,37.7868612,2
2018-09-08,3400000,56.8563731,60.5611618,1
2018-09-08,595000,45.126639,40.9603779,3
2018-09-08,9564880,55.7909684,37.4753952,2
2018-09-08,1350000,45.102565,38.9605,2
2018-09-08,4700000,45.0531851,39.0158208,2
2018-09-08,1400000,45.102559,38.970193,2
2018-09-08,3600000,45.071771,38.956736,2
2018-09-08,2400000,45.0670461,38.9597009,2
2018-09-08,3600000,45.026228,38.904616,2
2018-09-08,9300000,45.060223,39.001256,2
2018-09-08,3100000,45.0419093,38.912694,2
2018-09-08,2300000,45.097692,38.986488,2
2018-09-08,4300000,45.002932,39.032841,2
2018-09-08,10300000,45.0644,38.974118,2
2018-09-08,5700000,45.064438,38.95484,2
2018-09-08,6700000,45.054054,39.017705,2
2018-09-08,6581000,60.027467,30.256876,1
2018-09-08,2098000,45.071771,38.956736,2
2018-09-08,3600000,45.040216,38.975996,2
2018-09-08,1555555,45.094962,38.943486,2
2018-09-08,3300000,45.0643704,38.9524864,2
2018-09-08,5500000,45.05271,39.01791,2
2018-09-08,3400000,45.0374119,38.9461799,2
2018-09-08,1850000,45.092175,38.907535,2
2018-09-08,3338027,45.0531851,39.0158208,2
2018-09-08,3672000,45.007559,39.076409,2
2018-09-08,2700000,45.1321823,38.9086423,2
