date,price,level,levels,rooms,area,kitchen_area,geo_lat,geo_lon,building_type,object_type,postal_code,street_id,id_region,house_id,time,region
2021-01-01,1650000,1,5,3,61.0,6.0,55.5337266,89.1867854,2,0,662312.0,,24.0,2077517.0,,
2021-01-01,2750000,4,5,1,32.0,6.0,56.011707,92.84001,0,0,660021.0,,24.0,,,
2021-01-01,1430000,1,9,1,28.0,0.0,56.585086,84.920511,4,0,636019.0,,70.0,,,
2021-01-01,7408788,17,17,1,37.11,12.92,59.966552,30.401271,1,2,195221.0,251072.0,78.0,2618084.0,,
2021-01-01,600000,2,5,1,32.8,8.4,57.1062506,61.3977824,2,0,624286.0,144555.0,66.0,2579079.0,,
2021-01-01,1200000,1,5,2,43.4,5.4,53.5261007,87.2773756,2,0,652741.0,353832.0,42.0,1702116.0,,
2021-01-01,1400000,1,2,2,50.1,4.0,46.352623,48.028328,4,0,414000.0,,30.0,,,
2021-01-01,4000000,10,10,3,86.96,12.96,54.9476889,82.9703743,2,2,630022.0,309495.0,54.0,864372.0,,
2021-01-01,3000000,2,2,3,56.0,-100.0,52.0399219,113.482198,4,0,672007.0,155021.0,75.0,1091996.0,,
2021-01-01,3000000,2,2,3,56.0,0.0,52.0399219,113.482198,4,0,672007.0,155021.0,75.0,1091996.0,,
2021-01-01,3300000,6,9,1,53.0,16.0,54.186146,45.165596,4,0,430005.0,,13.0,,,
2021-01-01,6750183,8,10,1,30.4,-100.0,59.8777956,30.4433046,4,2,192171.0,146825.0,78.0,1080729.0,,
2021-01-01,3565000,8,9,2,45.0,11.0,57.1195173,65.5243451,2,0,625062.0,451365.0,72.0,1562421.0,,
2021-01-01,3749538,9,17,1,41.34,0.0,55.4624497,37.700041,0,2,102321.0,,50.0,799789.0,,
2021-01-01,4400000,5,14,2,59.0,14.0,57.1337343,65.4956349,0,0,625018.0,505935.0,72.0,2177158.0,,
2021-01-01,4763545,25,26,2,60.67,23.0,56.8385216,60.6054911,0,2,620000.0,141737.0,66.0,2306642.0,,
2021-01-01,1500000,1,5,-1,31.0,0.0,55.145774,36.62569,1,0,249025.0,542285.0,40.0,2725373.0,,
2021-01-01,1580000,3,9,1,32.3,6.0,56.8764485,53.2767647,4,0,426053.0,177797.0,18.0,2102310.0,,
2021-01-01,6700000,3,5,2,41.0,5.4,55.6971281,37.8639911,4,0,140002.0,183874.0,50.0,2814809.0,,
2021-01-01,5050000,10,19,1,39.8,11.3,55.7943584,49.1114975,0,2,420061.0,131236.0,16.0,2294167.0,,
2021-01-01,3337000,4,12,3,70.2,14.3,58.2363746,68.2805991,3,2,626158.0,,72.0,1242028.0,,
2021-01-01,2395600,6,25,1,30.5,0.0,56.7801124,60.6993548,0,2,620000.0,,66.0,1632918.0,,
2021-01-01,3100000,3,5,3,59.0,9.0,44.6081542,40.1383814,0,0,385000.0,,1.0,,,
2021-01-01,8860255,5,15,1,46.9,17.4,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,965000,5,9,1,37.0,8.0,52.038654,47.77185,0,0,413865.0,,64.0,,,
2021-01-01,1100000,4,5,2,45.0,6.0,56.1770066,34.56989,2,0,172332.0,374643.0,69.0,2428010.0,,
2021-01-01,4858300,3,25,1,51.1,-100.0,45.1274616,38.9633307,3,2,,400564.0,23.0,927222.0,,
2021-01-01,2090000,14,27,1,44.0,-100.0,54.60475,39.796903,3,2,390037.0,,62.0,,,
2021-01-01,1950000,4,5,2,35.0,0.0,57.1327243,65.5822106,4,0,625023.0,228530.0,72.0,1714063.0,,
2021-01-01,5170000,7,10,2,53.61,0.0,55.8619706,49.1990682,0,0,420096.0,,16.0,1704166.0,,
2021-01-01,2499000,5,5,2,54.0,0.0,56.346127,41.275458,2,0,601903.0,483252.0,33.0,912664.0,,
2021-01-01,1300000,3,4,2,45.1,-100.0,56.22305,51.07201,4,0,612964.0,,43.0,,,
2021-01-01,2126500,9,14,1,42.55,10.5,56.8200838,35.898655,0,2,170043.0,519001.0,69.0,2217524.0,,
2021-01-01,3300000,1,10,1,41.8,13.1,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,10050000,7,8,2,70.8,-100.0,55.5294003,37.7123165,3,2,142701.0,,50.0,2347031.0,,
2021-01-01,7109656,14,16,1,38.6,16.3,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,2400000,5,5,3,61.3,6.0,64.420815,40.796864,0,0,164902.0,,29.0,,,
2021-01-01,4700000,1,10,-1,67.4,5.0,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,250000,1,2,2,52.0,-100.0,59.113809,46.148657,6,0,157650.0,,44.0,,,
2021-01-01,1970000,11,14,1,37.82,10.6,56.8200838,35.898655,0,2,170043.0,519001.0,69.0,2217524.0,,
2021-01-01,2800000,2,10,2,50.0,8.2,53.3766841,83.7165378,2,0,656010.0,348411.0,22.0,2365329.0,,
2021-01-01,3550000,8,10,1,48.0,-100.0,56.064452,92.9233868,4,0,660125.0,,24.0,,,
2021-01-01,2560000,3,5,2,47.3,6.7,51.9903475,113.5939828,0,0,672016.0,267334.0,75.0,2052270.0,,
2021-01-01,4350000,7,10,3,62.7,11.0,44.7415855,37.7238478,2,0,353912.0,568636.0,23.0,1196149.0,,
2021-01-01,4525511,12,17,1,38.09,12.9,55.5639247,37.8255637,0,2,,,50.0,2266087.0,,
2021-01-01,3000000,7,10,4,90.4,-100.0,56.1476366,47.1634659,2,0,428009.0,247920.0,21.0,1991385.0,,
2021-01-01,4554193,16,17,1,38.09,12.9,55.5639247,37.8255637,0,2,,,50.0,2266087.0,,
2021-01-01,4800000,1,10,-1,67.2,7.1,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,4800000,16,17,-1,28.3,5.0,55.9105782,37.7363579,3,2,141000.0,,50.0,2585216.0,,
2021-01-01,3000000,1,4,1,31.0,9.0,44.7031834,37.7882055,5,0,353905.0,252205.0,23.0,1311793.0,,
2021-01-01,3120000,14,18,-1,25.0,0.0,60.06271,30.424097,0,0,188669.0,435371.0,47.0,1181481.0,,
2021-01-01,7343614,2,15,1,41.2,19.9,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,4600000,5,5,3,54.0,3.8,44.7017002,37.7870984,2,0,353905.0,,23.0,,,
2021-01-01,2900000,1,10,1,34.9,10.6,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,1600000,12,22,-1,21.1,0.0,44.707143,37.772523,3,2,353915.0,564162.0,23.0,611932.0,,
2021-01-01,1780000,8,12,-1,30.46,0.0,57.6215477,39.8977411,4,0,150042.0,328126.0,76.0,706509.0,,
2021-01-01,1460000,1,5,2,46.0,-100.0,45.3571375,40.6936195,4,0,352190.0,414319.0,23.0,966155.0,,
2021-01-01,4500000,5,18,2,68.0,14.4,44.7085447,37.778234,3,2,353905.0,434116.0,23.0,2092010.0,,
2021-01-01,3200000,2,9,1,41.0,14.0,46.3054945,44.2681089,4,0,358000.0,499044.0,8.0,1241046.0,,
2021-01-01,17500000,10,11,2,80.0,0.0,44.5011541,34.1728905,0,0,298600.0,456411.0,91.0,2515484.0,,
2021-01-01,4250000,1,10,2,54.6,13.5,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,4800000,8,8,2,61.5,12.7,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,1490000,2,10,1,31.0,9.8,59.1890518,39.9323019,4,0,160033.0,,35.0,,,
2021-01-01,3500000,1,4,2,57.7,10.0,50.5821508,36.6604193,4,0,308013.0,235193.0,31.0,2456500.0,,
2021-01-01,4500000,1,5,4,88.9,8.0,43.5035304,43.6183465,4,0,360019.0,440309.0,7.0,1535924.0,,
2021-01-01,3600000,12,19,1,27.0,6.0,55.7933432,49.2473341,3,0,420083.0,139029.0,16.0,2474823.0,,
2021-01-01,3720000,3,5,2,47.1,6.0,56.266933,43.89623,0,0,603095.0,,52.0,,,
2021-01-01,5400000,1,9,2,55.0,11.0,53.20639,44.989273,4,0,440018.0,,58.0,,,
2021-01-01,6500000,5,5,2,72.8,-100.0,50.262616,127.564894,2,0,675002.0,,28.0,,,
2021-01-01,4500000,1,10,2,60.4,16.4,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,3787435,3,11,2,40.0,16.8,64.5288278,40.554559,6,2,163002.0,327981.0,29.0,2741454.0,,
2021-01-01,4350000,11,13,2,52.4,10.0,44.7265993,37.7447217,3,0,353907.0,386304.0,23.0,1721321.0,,
2021-01-01,7134716,6,14,1,38.9,16.5,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,22500000,3,22,3,100.2,15.0,55.6944515,37.4702137,0,0,119361.0,523491.0,77.0,2540778.0,,
2021-01-01,7967075,11,14,1,42.2,19.7,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,4250000,4,8,2,54.6,13.5,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,6873128,3,11,3,73.0,11.1,64.5288278,40.554559,6,2,163002.0,327981.0,29.0,2741454.0,,
2021-01-01,7496646,14,14,1,38.6,17.8,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,3550000,7,8,-1,41.8,3.9,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,2800000,4,5,2,45.0,6.0,57.009931,40.985895,4,0,153037.0,,37.0,,,
2021-01-01,3500000,6,7,1,41.4,10.5,57.1529744,65.5344099,4,0,625055.0,443439.0,72.0,1811083.0,,
2021-01-01,7421470,14,15,1,36.3,10.0,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,3400000,1,10,-1,41.6,6.3,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,7315053,8,9,1,38.6,17.8,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,7580681,14,15,1,38.6,16.3,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,9500000,6,12,3,140.0,17.0,57.159367,65.54469,4,0,625002.0,483540.0,72.0,2135138.0,,
2021-01-01,2800000,2,5,1,27.0,6.0,44.7017002,37.7870984,2,0,353905.0,,23.0,,,
2021-01-01,5978784,10,16,-1,25.4,-100.0,55.4846387,37.3067639,3,2,108840.0,,77.0,2377550.0,,
2021-01-01,7446245,12,15,2,37.7,16.3,55.7540471,37.620405,0,2,101000.0,,77.0,1137040.0,,
2021-01-01,8293011,8,15,3,55.7,18.9,55.7540471,37.620405,0,2,101000.0,,77.0,1137040.0,,
2021-01-01,4450000,2,10,2,59.8,12.2,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,2650000,1,5,1,33.0,6.0,44.7017002,37.7870984,2,0,353905.0,,23.0,,,
2021-01-01,2460000,2,5,1,30.0,0.0,57.1453805,65.5518711,4,0,625048.0,223317.0,72.0,1818181.0,,
2021-01-01,7950000,1,8,2,75.9,23.7,55.551725,37.7061984,0,0,142700.0,,50.0,1762086.0,,
2021-01-01,2443140,7,10,2,64.5,13.0,51.533557,46.034257,4,2,410000.0,,64.0,1179151.0,,
2021-01-01,4160000,9,9,1,48.8,13.4,54.9659216,82.9617704,4,0,630033.0,415509.0,54.0,1094157.0,,
2021-01-01,5011344,3,17,1,32.69,9.57,55.5639247,37.8255637,4,2,142714.0,,50.0,1704996.0,,
2021-01-01,7183603,4,14,1,38.7,17.9,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,7748296,10,14,1,41.4,19.4,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,9177754,6,12,1,43.9,18.4,55.4846387,37.3067639,0,2,108840.0,,77.0,2377550.0,,
2021-01-01,3950000,1,12,3,72.0,10.0,53.2267751,44.9262048,0,0,440066.0,,58.0,,,
2021-01-01,4300000,7,8,2,53.5,11.1,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,9181590,4,8,1,43.3,19.0,55.4846387,37.3067639,0,2,108840.0,,77.0,2377550.0,,
2021-01-01,4486440,4,16,3,68.6,12.7,56.8959154,60.6143715,0,2,620000.0,540734.0,66.0,1654993.0,,
2021-01-01,1520000,5,10,1,33.0,10.0,59.1890518,39.9323019,4,0,160033.0,,35.0,,,
2021-01-01,4577667,23,25,4,86.42,0.0,54.6321466,39.6928277,0,2,390013.0,428357.0,62.0,2072328.0,,
2021-01-01,7215126,12,15,1,38.8,16.4,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,2900000,5,7,2,90.0,-100.0,42.979927,47.461823,4,0,367027.0,,5.0,,,
2021-01-01,5200000,9,10,-1,68.6,7.1,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,2500000,3,11,1,44.0,0.0,52.5993402,39.5682171,0,0,398024.0,,48.0,,,
2021-01-01,2450000,16,18,1,37.21,-100.0,45.013122,39.008272,0,0,350040.0,334498.0,23.0,1409668.0,,
2021-01-01,7477317,3,14,1,41.4,19.4,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,900000,1,3,1,37.0,-100.0,45.9643212,40.6578709,4,0,353021.0,501291.0,23.0,645104.0,,
2021-01-01,7557764,5,14,1,41.4,19.4,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,3450000,1,10,-1,42.8,1.0,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,4250000,5,8,2,54.6,13.5,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,17140000,2,9,3,61.4,6.5,55.740456,37.56735,4,0,121059.0,287577.0,77.0,1038722.0,,
2021-01-01,7814056,12,14,1,41.3,19.1,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,3600000,4,8,-1,41.8,3.9,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,1350000,11,17,-1,19.6,3.0,54.934666,83.11958,0,0,630068.0,312570.0,54.0,2047558.0,,
2021-01-01,2100000,2,14,1,52.9,13.0,51.533557,46.034257,4,2,410000.0,,64.0,1179151.0,,
2021-01-01,3450000,2,10,-1,41.6,6.3,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,2190000,3,9,3,64.4,8.0,48.6785456,44.4513446,2,0,400002.0,329938.0,34.0,2444154.0,,
2021-01-01,4900000,5,10,-1,68.6,7.1,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,5800000,10,10,3,79.7,16.4,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,9000000,7,12,3,113.5,0.0,54.516757,36.282433,0,0,248018.0,,40.0,,,
2021-01-01,400000,2,2,3,40.6,-100.0,56.0513023,60.176579,4,0,456818.0,,74.0,1259622.0,,
2021-01-01,1860000,2,3,2,40.0,7.0,57.5963172,39.8840237,4,0,150030.0,283945.0,76.0,1350750.0,,
2021-01-01,6600000,15,16,2,62.0,11.0,55.630367,38.0542662,3,0,140140.0,255723.0,50.0,1727236.0,,
2021-01-01,3570000,2,6,2,44.4,0.0,58.007685,56.223002,0,0,614068.0,,59.0,,,
2021-01-01,8546021,2,15,1,47.3,17.6,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,1850000,10,21,-1,25.0,0.0,44.679269,37.77732,3,0,353925.0,,23.0,,,
2021-01-01,4830000,4,10,-1,70.7,5.2,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,1450000,1,2,1,35.3,7.1,48.6908014,44.4712863,0,0,400120.0,,34.0,,,
2021-01-01,1975000,3,5,1,30.8,0.0,54.1518,37.59137,0,0,300026.0,,71.0,,,
2021-01-01,6144912,12,12,1,49.12,20.3,60.060873,30.403041,0,2,188660.0,,47.0,,,
2021-01-01,3600000,9,9,1,48.7,10.0,48.7256265,44.5270099,3,0,400050.0,574619.0,34.0,2147960.0,,
2021-01-01,1710720,12,17,-1,27.0,3.0,54.9883989,82.7836892,3,2,630121.0,148589.0,54.0,2314842.0,,
2021-01-01,3950000,1,9,2,51.0,9.0,50.5556839,36.5755049,2,0,308004.0,142358.0,31.0,2484431.0,,
2021-01-01,1490000,6,10,1,34.0,10.0,59.1890518,39.9323019,4,0,160033.0,,35.0,,,
2021-01-01,1050000,4,4,2,43.2,5.9,44.15814,133.25696,4,0,692337.0,,68.0,,,
2021-01-01,1499000,5,5,1,32.0,8.0,43.5060745,43.6461525,4,0,360024.0,150266.0,7.0,2145863.0,,
2021-01-01,4400000,1,10,-1,58.1,5.6,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,1200000,8,8,2,54.0,-100.0,58.6281032,59.855919,4,0,624222.0,469994.0,66.0,1569097.0,,
2021-01-01,1975000,5,10,-1,21.9,-100.0,60.802338,30.1178839,4,2,188750.0,,47.0,2813621.0,,
2021-01-01,4870000,9,12,2,61.2,12.9,54.5786361,36.2568607,3,0,248012.0,325197.0,40.0,2406593.0,,
2021-01-01,1250000,6,10,-1,24.1,-100.0,55.0981614,61.4824773,2,0,454139.0,256024.0,74.0,2273703.0,,
2021-01-01,5150000,9,10,4,83.6,10.3,44.872946,37.3296834,2,0,353454.0,543620.0,23.0,2307522.0,,
2021-01-01,1600000,1,5,2,36.6,18.6,51.836534,55.123824,0,0,460038.0,,56.0,,,
2021-01-01,11750000,17,17,3,76.6,11.0,55.669064,37.767284,2,0,109559.0,145972.0,77.0,658899.0,,
2021-01-01,3450000,2,9,2,45.0,-100.0,55.0116976,82.951574,2,0,630009.0,306574.0,54.0,2499012.0,,
2021-01-01,1975000,2,2,3,52.2,7.3,56.8453617,35.8383495,6,0,170004.0,171437.0,69.0,2068809.0,,
2021-01-01,4100000,7,10,4,82.4,10.2,44.7416954,37.725431,2,0,353912.0,568636.0,23.0,1225004.0,,
2021-01-01,7366780,12,15,1,36.8,16.6,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,4100000,5,9,3,64.3,8.5,44.6872421,37.7702574,2,0,353922.0,347807.0,23.0,694218.0,,
2021-01-01,2250000,9,17,1,46.4,15.5,51.8107347,55.1780985,2,0,460060.0,196648.0,56.0,2580934.0,,
2021-01-01,8195714,14,15,1,39.5,17.7,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,16053459,4,9,4,93.9,18.0,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,4800000,9,10,2,61.8,13.7,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,4900000,8,10,-1,70.7,5.2,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,6500000,7,14,2,57.0,8.1,55.6586907,37.2049024,2,0,143072.0,386296.0,50.0,1921879.0,,
2021-01-01,2950000,1,5,2,53.5,-100.0,57.1488086,65.4926527,4,0,625025.0,,72.0,,,
2021-01-01,1370000,3,3,2,37.8,5.0,48.794055,44.5836444,0,0,400065.0,,34.0,,,
2021-01-01,15495861,2,9,4,94.0,18.0,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,6996766,10,16,1,38.8,16.4,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,1850000,5,5,3,42.4,0.0,51.770405,55.11902,0,0,460024.0,,56.0,,,
2021-01-01,3300000,7,9,2,57.0,12.0,56.655857,124.7219033,2,0,678960.0,201418.0,14.0,1786420.0,,
2021-01-01,19856340,5,8,2,36.9,16.8,59.906273,30.31745,3,2,,,78.0,,,
2021-01-01,3672900,2,25,-1,19.8,5.1,55.701465,37.883626,2,2,140007.0,467353.0,50.0,2694227.0,,
2021-01-01,9270720,15,25,3,92.8,22.9,55.701465,37.883626,2,2,140007.0,467353.0,50.0,2694227.0,,
2021-01-01,2899000,3,9,4,87.0,9.0,54.6362847,39.7192688,5,0,390000.0,511485.0,62.0,1915097.0,,
2021-01-01,5200000,8,10,-1,68.3,5.0,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,11966300,9,11,2,70.4,10.9,44.5011541,34.1728905,0,0,298600.0,456411.0,91.0,2515484.0,,
2021-01-01,4500000,7,9,3,62.0,7.0,44.6890581,37.7793166,5,0,353920.0,246582.0,23.0,1386987.0,,
2021-01-01,1850000,5,25,1,50.4,20.0,51.5034082,46.1579123,3,2,413106.0,193591.0,64.0,1282933.0,,
2021-01-01,4900000,6,10,-1,68.6,7.1,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,4850000,3,10,-1,67.2,7.1,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,4800000,3,10,-1,70.7,5.2,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,4700000,1,10,-1,65.8,5.1,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,1160000,3,6,1,34.0,8.0,54.2420862,49.5796926,2,0,433504.0,,73.0,,,
2021-01-01,13700000,12,25,1,57.0,12.5,55.748568,37.8612271,0,0,143965.0,,50.0,,,
2021-01-01,19121000,7,15,2,63.0,21.0,55.807658,37.635045,3,2,,412511.0,77.0,1503123.0,,
2021-01-01,7275600,14,16,1,21.5,-100.0,55.6023535,37.7335765,0,2,115583.0,,77.0,,,
2021-01-01,4550000,6,10,2,61.8,13.7,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,5771500,9,11,1,33.0,0.0,44.5011541,34.1728905,0,0,298600.0,456411.0,91.0,2515484.0,,
2021-01-01,1840000,4,5,1,31.0,0.0,56.8772263,53.2765836,2,0,426053.0,177797.0,18.0,1104205.0,,
2021-01-01,4550000,7,10,2,61.8,13.7,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,2090000,7,9,1,35.0,0.0,53.226192,44.921154,0,0,440060.0,,58.0,,,
2021-01-01,3400000,3,3,1,53.0,15.0,44.7503898,37.7156609,5,0,353960.0,,23.0,,,
2021-01-01,4800000,5,10,-1,68.3,5.0,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,3300000,8,14,2,59.8,10.0,55.3123327,86.1065506,4,2,650040.0,,42.0,,,
2021-01-01,3700000,4,4,3,104.0,0.0,51.3015825,37.8975931,4,0,309511.0,301193.0,31.0,2005381.0,,
2021-01-01,4750000,2,10,-1,67.4,5.0,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,5450000,2,10,3,79.7,16.4,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,8457460,26,33,1,40.7,17.7,55.8813878,37.6354045,3,2,127081.0,571206.0,77.0,692874.0,,
2021-01-01,12624923,13,15,2,63.18,22.0,60.0123425,30.0017939,0,2,197755.0,335187.0,78.0,2537251.0,,
2021-01-01,7940640,18,33,1,42.6,12.4,55.8813878,37.6354045,3,2,127081.0,571206.0,77.0,692874.0,,
2021-01-01,11000000,2,9,3,55.1,6.0,55.807415,37.768148,0,0,105122.0,422233.0,77.0,2450261.0,,
2021-01-01,2950000,4,5,3,66.2,0.0,57.1766093,65.9244189,2,0,625512.0,574901.0,72.0,2381048.0,,
2021-01-01,940000,1,4,1,30.0,5.6,54.007016,38.3141058,4,0,301659.0,447920.0,71.0,638656.0,,
2021-01-01,2800000,3,3,1,42.0,12.0,52.2218984,104.2495058,5,0,664528.0,,38.0,2414329.0,,
2021-01-01,4830000,5,10,-1,70.7,5.2,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,3200000,5,5,3,57.0,8.0,46.5669889,39.6330391,4,0,352030.0,457244.0,23.0,2211140.0,,
2021-01-01,3899295,16,17,-1,26.65,0.0,55.5639247,37.8255637,0,2,,,50.0,2266087.0,,
2021-01-01,3500000,3,10,-1,42.8,7.0,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,4444265,4,17,1,38.09,12.9,55.5639247,37.8255637,0,2,,,50.0,2266087.0,,
2021-01-01,3100000,5,5,3,65.0,8.0,44.7328088,37.7343562,2,0,353921.0,545830.0,23.0,1480174.0,,
2021-01-01,7950000,5,5,3,136.0,16.4,56.751647,37.172206,3,0,141983.0,,50.0,,,
2021-01-01,5200000,10,10,-1,70.7,5.2,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,3600000,7,10,1,44.0,10.0,54.6148857,39.6984189,4,0,390026.0,161921.0,62.0,1182653.0,,
2021-01-01,3500000,7,10,-1,43.3,7.0,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,4450000,3,10,2,60.3,13.2,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,1100000,3,4,2,42.0,6.5,57.5110915,38.3061219,4,0,152612.0,314377.0,76.0,814420.0,,
2021-01-01,2200000,1,5,2,44.3,6.0,53.6356275,55.9083538,4,0,453118.0,577493.0,2.0,682006.0,,
2021-01-01,7026807,6,15,1,38.9,16.5,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,3500000,4,9,3,66.0,9.0,54.037113,38.27938,2,0,301670.0,,71.0,,,
2021-01-01,450000,3,3,1,12.0,0.0,60.0114316,30.3929327,4,0,195220.0,165977.0,78.0,1772087.0,,
2021-01-01,4450000,9,10,2,53.5,11.1,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,4500000,5,5,2,47.0,9.0,53.057323,158.66818,0,0,683038.0,,41.0,,,
2021-01-01,4850000,2,10,-1,67.2,7.1,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,750000,1,2,2,33.6,-100.0,51.8609168,107.7344471,6,0,670009.0,,3.0,,,
2021-01-01,4450000,2,10,2,60.3,13.2,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,1200000,4,5,2,47.1,0.0,53.8291429,86.7603708,0,0,653017.0,507784.0,42.0,2472596.0,,
2021-01-01,27778000,22,32,3,86.0,0.0,55.6578148,37.5583584,0,2,117246.0,471256.0,77.0,1010750.0,,
2021-01-01,1200000,1,5,1,35.4,7.2,48.504824,44.478491,5,0,400022.0,441137.0,34.0,1728102.0,,
2021-01-01,28825000,12,12,2,115.3,-100.0,44.5511459,34.2883551,3,0,298645.0,465749.0,91.0,2171779.0,,
2021-01-01,8150000,3,5,2,44.7,5.7,55.6575975,37.7063314,2,0,109235.0,139499.0,77.0,2393861.0,,
2021-01-01,5650000,4,5,2,48.0,24.3,44.660756,37.756326,3,0,353993.0,440054.0,23.0,884838.0,,
2021-01-01,6966031,2,15,1,40.9,19.7,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,2850000,1,5,3,67.4,0.0,43.3280257,45.7121438,0,0,364037.0,270162.0,20.0,771391.0,,
2021-01-01,8057070,1,17,2,60.9,17.1,60.039589,30.257666,0,2,197350.0,310946.0,78.0,1945615.0,,
2021-01-01,6823675,2,16,1,41.2,19.9,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,2000000,8,10,1,45.0,13.0,52.35008,35.339455,2,0,307179.0,,46.0,,,
2021-01-01,8300000,3,12,5,140.7,10.0,59.759619,30.474277,2,0,196627.0,518897.0,78.0,1067114.0,,
