date,price,level,levels,rooms,area,kitchen_area,geo_lat,geo_lon,building_type,object_type,postal_code,street_id,id_region,house_id,time,region
2021-01-01,3300000,6,8,2,65.0,13.5,53.2701149,34.4056209,4,0,,,32.0,,,
2021-01-01,7040477,3,15,1,36.8,16.6,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,4200000,6,25,1,47.0,11.0,53.21312,50.147976,0,0,443068.0,,63.0,,,
2021-01-01,4600000,3,17,1,43.4,12.1,55.6576846,37.9958715,3,0,140050.0,258330.0,50.0,2302432.0,,
2021-01-01,16950000,3,9,5,115.0,24.4,55.593136,37.448042,3,2,108814.0,,77.0,2770934.0,,
2021-01-01,2500000,5,9,1,32.0,6.0,51.654484,39.121593,0,0,394062.0,,36.0,,,
2021-01-01,4600000,13,25,1,42.0,12.0,56.8101686,60.5720257,3,0,620146.0,479275.0,66.0,1818471.0,,
2021-01-01,1200000,5,5,1,32.0,6.0,48.5084292,44.5720103,4,0,400080.0,367421.0,34.0,2698919.0,,
2021-01-01,2988000,13,19,-1,21.5,0.0,60.062687,30.425723,0,0,188662.0,435371.0,47.0,2751262.0,,
2021-01-01,10000000,19,22,3,74.84,12.4,55.3934239,37.7723097,2,0,142000.0,222032.0,50.0,2305707.0,,
2021-01-01,7255956,14,15,1,38.6,16.3,55.590612,37.446138,0,2,,587420.0,77.0,2837707.0,,
2021-01-01,3600000,10,17,2,60.0,-100.0,45.148416,38.999702,0,0,350031.0,,23.0,,,
2021-01-01,4200000,1,10,-1,49.0,9.9,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,2600000,1,20,1,24.4,-100.0,45.070848,39.040091,0,0,350901.0,287609.0,23.0,1716369.0,,
2021-01-01,3000000,15,19,1,39.6,-100.0,57.1895336,65.6168308,0,0,625029.0,165032.0,72.0,803601.0,,
2021-01-01,2720000,2,5,2,44.0,0.0,56.0342093,92.780327,2,0,660113.0,452592.0,24.0,926274.0,,
2021-01-01,4850000,1,10,-1,70.7,5.2,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,2500000,3,9,1,27.8,7.2,56.8929555,60.5946566,2,0,620143.0,514418.0,66.0,619512.0,,
2021-01-01,12516290,6,33,2,72.1,21.3,55.4846387,37.3067639,3,2,108840.0,,77.0,2377550.0,,
2021-01-01,5212720,8,27,3,56.7,-100.0,54.736231,55.9939425,3,2,450097.0,226475.0,2.0,2406962.0,,
2021-01-01,9292800,15,15,1,36.3,9.8,55.8832028,37.6355327,3,2,127081.0,571206.0,77.0,2823020.0,,
2021-01-01,1390000,5,5,1,29.0,0.0,55.1701585,61.4639487,4,0,454085.0,333894.0,74.0,1121647.0,,
2021-01-01,4600000,1,10,4,77.0,8.0,44.9308822,34.1007958,5,0,295048.0,206009.0,91.0,2042641.0,,
2021-01-01,6550000,8,10,2,78.0,0.0,44.5755141,33.4603332,2,0,299006.0,450813.0,92.0,709080.0,,
2021-01-01,5899000,7,17,1,38.5,8.4,55.9105782,37.7363579,0,0,141008.0,,50.0,,,
2021-01-01,4550000,4,13,2,63.0,26.0,45.072351,38.951696,3,0,350062.0,172381.0,23.0,848077.0,,
2021-01-01,4150000,3,9,2,50.7,8.6,54.9823999,82.8616254,4,0,630054.0,266605.0,54.0,755185.0,,
2021-01-01,1350000,4,6,1,44.0,12.0,45.0401604,38.9759647,0,0,350087.0,457110.0,23.0,2682333.0,,
2021-01-01,1820000,5,5,2,44.3,5.0,48.7966352,44.3553083,0,0,400036.0,,34.0,,,
2021-01-01,8489010,7,9,3,84.3,20.0,55.7540471,37.620405,2,2,,,77.0,1099463.0,,
2021-01-01,2100000,2,14,-1,10.0,2.0,55.745418,37.8726843,2,0,111672.0,349581.0,77.0,1841439.0,,
2021-01-01,8305020,9,9,3,77.4,17.5,55.7540471,37.620405,2,2,,,77.0,1099463.0,,
2021-01-01,4550000,5,10,2,61.5,12.7,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,5500000,5,9,4,80.0,9.0,51.716743,39.178584,2,0,394077.0,125005.0,36.0,933491.0,,
2021-01-01,3450000,1,9,-1,16.9,2.0,55.623768,37.719486,2,0,115563.0,356006.0,77.0,1864623.0,,
2021-01-01,1700000,6,9,1,35.0,8.5,56.1106095,40.2786852,4,0,600901.0,183780.0,33.0,1286886.0,,
2021-01-01,7700000,6,10,3,113.6,19.6,54.9047714,52.2701861,4,0,423403.0,417547.0,16.0,969730.0,,
2021-01-01,8463200,1,5,2,86.16,33.1,59.7560585,30.3664497,0,2,196626.0,385929.0,78.0,1668735.0,,
2021-01-01,4900000,9,10,-1,70.7,5.2,55.125896,82.894414,4,2,630040.0,579548.0,54.0,1627459.0,,
2021-01-01,1250000,3,3,3,60.0,10.0,54.245686,49.571976,4,0,433515.0,,73.0,,,
2021-01-01,2197000,9,11,2,59.0,10.0,51.5034082,46.1579123,3,2,413106.0,193591.0,64.0,1282933.0,,
2021-01-01,8000000,1,4,3,61.0,-100.0,43.4764253,39.9024211,3,0,354340.0,167461.0,23.0,977857.0,,
2018-02-19,6050000,8,10,3,82.6,10.8,59.8058084,30.376141,1,1,,,,,20:00:21,2661.0
2018-02-27,8650000,5,24,2,69.1,12.0,55.683807,37.297405,3,1,,,,,12:04:54,81.0
2018-02-28,4000000,5,9,3,66.0,10.0,56.29525,44.061637,1,1,,,,,15:44:00,2871.0
2018-03-01,1850000,12,16,2,38.0,5.0,44.996132,39.074783,4,11,,,,,11:24:52,2843.0
2018-03-01,5450000,13,14,2,60.0,10.0,55.918767,37.984642,3,1,,,,,17:42:43,81.0
2018-03-02,3300000,4,5,1,32.0,6.0,55.908253,37.726448,1,1,,,,,21:18:42,81.0
2018-03-04,4704280,1,25,1,31.7,6.0,55.6210965,37.4310016,2,11,,,,,12:35:25,3.0
2018-03-04,3600000,2,5,1,31.1,6.0,59.8755262,30.3954571,1,1,,,,,20:52:38,2661.0
2018-03-05,3390000,4,24,2,64.0,13.0,53.1950306,50.1069518,2,11,,,,,07:07:05,3106.0
2018-03-06,2800000,9,10,2,55.0,8.0,55.7369718,38.8464565,1,1,,,,,09:57:10,81.0
2018-03-06,6909880,9,14,3,76.1,8.8,55.9139498,37.7077118,1,11,,,,,18:34:48,81.0
2018-03-06,4291950,10,14,1,40.3,11.0,55.9139498,37.7077118,1,11,,,,,18:37:27,81.0
2018-03-06,6675840,25,25,3,73.2,12.4,55.9139498,37.7077118,1,11,,,,,18:37:28,81.0
2018-03-06,6522650,5,14,3,68.3,12.1,55.9139498,37.7077118,1,11,,,,,18:37:35,81.0
2018-03-06,6522650,7,14,3,68.3,12.1,55.9139498,37.7077118,1,11,,,,,18:37:40,81.0
2018-03-06,4279770,7,15,1,36.3,16.6,55.7817155,37.8566559,2,11,,,,,18:40:08,81.0
2018-03-12,4550000,6,10,2,54.2,11.4,55.738846,49.225437,3,1,,,,,12:37:08,2922.0
2018-03-15,2880000,8,10,2,51.0,8.0,55.7349712,52.3663848,1,1,,,,,14:38:45,2922.0
2018-03-16,1450000,9,10,1,43.0,9.0,45.069785,41.935019,1,1,,,,,14:51:58,2900.0
2018-03-16,1650000,5,5,2,51.0,7.0,44.9943012,41.1228103,3,1,,,,,16:21:54,2843.0
2018-03-17,8000000,5,9,2,45.0,6.0,55.738876,37.82537,1,1,,,,,06:46:32,3.0
2018-03-17,2250000,2,5,2,46.0,6.0,54.8155661,56.12556,1,1,,,,,09:05:06,2722.0
2018-03-20,3843000,16,25,2,61.0,11.0,56.3460273,43.8716477,2,11,,,,,14:44:11,2871.0
2018-03-20,2697200,6,25,1,44.0,20.0,56.3460273,43.8716477,2,11,,,,,14:44:11,2871.0
2018-03-20,4214700,16,25,2,67.0,20.0,56.3460273,43.8716477,2,11,,,,,14:44:11,2871.0
2018-03-20,3773700,12,25,2,60.0,12.0,56.3460273,43.8716477,2,11,,,,,14:44:11,2871.0
2018-03-25,950000,2,5,1,32.0,10.0,58.6930479,59.485351,3,1,,,,,14:55:54,6171.0
2018-03-30,5300000,2,5,3,75.0,9.0,54.88528,38.080196,3,1,,,,,12:08:09,81.0
2018-04-02,4600000,17,17,1,37.0,12.5,55.7078344,37.9596388,2,1,,,,,15:09:38,81.0
2018-04-03,11500000,14,16,3,64.9,8.0,55.7989215,37.7380901,1,1,,,,,17:40:53,3.0
2018-04-04,3500000,5,10,3,65.0,12.0,47.2250854,39.6235866,1,1,,,,,13:38:26,3230.0
2018-04-04,9000000,6,10,4,112.0,11.0,56.3112475,44.0271172,3,1,,,,,15:45:29,2871.0
2018-04-04,2500000,2,8,-1,25.0,5.0,43.634694,39.727167,2,1,,,,,19:37:22,2843.0
2018-04-05,2800000,5,5,2,47.0,8.0,55.9428756,37.9764623,1,1,,,,,20:25:27,81.0
2018-04-07,10200000,7,14,2,52.8,10.0,55.655307,37.6146053,2,1,,,,,15:23:20,3.0
2018-04-09,2370000,5,5,2,47.0,6.0,61.657787,50.831367,1,1,,,,,15:55:58,4417.0
2018-04-10,3200000,7,9,1,31.0,7.0,59.827465,30.201827,1,1,,,,,16:10:12,2661.0
2018-04-11,3160000,13,16,2,56.0,11.0,55.172116,61.279772,3,11,,,,,15:58:47,5282.0
2018-04-14,2750000,5,5,2,44.0,6.0,54.8937452,38.0750844,1,1,,,,,15:29:34,81.0
2018-04-14,3350000,9,9,3,56.0,7.0,54.8827186,38.0619832,1,1,,,,,15:29:34,81.0
2018-04-14,2500000,4,9,1,33.0,6.0,54.886223,38.08271,3,1,,,,,15:29:34,81.0
2018-04-14,2200000,5,5,2,48.0,10.0,54.876962,38.155205,1,1,,,,,15:29:36,81.0
2018-04-14,4400000,11,14,2,54.0,9.0,54.8868571,38.0583764,3,1,,,,,15:29:37,81.0
2018-04-18,4250000,5,9,2,70.0,13.0,55.577999,39.517491,3,1,,,,,21:46:21,81.0
2018-04-18,11500000,14,17,1,42.0,12.0,55.70133,37.507412,1,1,,,,,21:52:41,3.0
2018-04-20,2350000,1,2,3,60.0,6.2,52.550984,103.882608,4,1,,,,,08:36:31,5368.0
2018-04-23,2600000,3,5,2,46.0,8.0,45.003174,39.079931,4,1,,,,,09:53:29,2843.0
2018-04-23,6500000,3,3,3,89.0,10.0,59.9883341,29.7869278,3,1,,,,,11:47:58,2661.0
2018-04-23,3750000,3,10,3,66.0,8.5,56.245607,43.8239587,3,1,,,,,12:59:41,2871.0
2018-04-25,3380000,18,25,1,35.0,11.5,59.90024,30.520711,3,1,,,,,00:02:27,3446.0
2018-04-25,2220000,2,18,1,49.5,16.4,45.002575,39.083183,3,1,,,,,09:22:20,2843.0
2018-04-25,1200000,5,5,2,40.7,5.5,55.4329286,42.5127293,3,11,,,,,17:01:13,2871.0
2018-04-28,3250000,2,4,1,42.0,8.0,47.2322363,39.7273503,3,1,,,,,10:19:50,3230.0
2018-04-28,6500000,16,22,3,81.0,14.0,55.8760589,37.3882166,1,11,,,,,12:55:44,81.0
2018-04-28,6300000,5,5,2,99.9,14.5,59.9116217,30.2845562,3,1,,,,,17:47:24,2661.0
2018-04-30,2500000,3,5,3,59.0,6.0,57.9897,56.193996,3,1,,,,,19:14:08,5520.0
2018-05-01,20900000,6,10,3,80.0,8.2,55.730785,37.631424,3,1,,,,,13:33:09,3.0
2018-05-04,1450000,4,4,2,44.0,6.0,53.2419091,83.7046163,3,1,,,,,05:38:11,6817.0
2018-05-11,3650000,1,9,5,97.8,11.0,56.3861027,61.9263927,1,1,,,,,10:24:21,6171.0
2018-05-12,12000000,4,9,3,64.9,7.0,55.627136,37.591736,1,1,,,,,21:08:19,3.0
2018-05-14,1380000,2,3,3,67.0,9.0,56.7714397,61.3265371,3,1,,,,,13:08:20,6171.0
2018-05-14,1650000,5,5,2,45.5,6.0,56.1443201,44.1946326,3,1,,,,,14:36:10,2871.0
2018-05-16,2200000,4,5,1,31.0,6.0,54.8934613,38.0789395,3,1,,,,,11:09:14,81.0
2018-05-16,4550000,2,16,2,56.5,11.0,55.9589987,38.035054,1,1,,,,,11:32:28,81.0
2018-05-16,4800000,2,5,4,109.0,11.0,51.8065028,107.6587536,3,1,,,,,15:24:56,9579.0
2018-05-19,1150000,3,9,1,23.0,5.0,57.64913,39.946823,1,1,,,,,14:40:22,2604.0
2018-05-22,7100000,7,12,3,69.0,11.0,60.0111721,30.2437953,3,1,,,,,11:26:47,2661.0
2018-05-24,2350000,9,10,1,38.0,6.0,47.228601,39.703883,3,1,,,,,13:53:59,3230.0
2018-05-26,2350000,7,17,1,44.0,12.0,60.061924,30.4731417,2,11,,,,,20:15:51,3446.0
2018-05-26,8500000,14,14,2,60.0,11.0,59.8491039,30.3141123,3,1,,,,,21:20:25,2661.0
2018-05-28,1050000,4,5,1,25.0,6.0,63.5659569,53.6612008,1,1,,,,,14:49:22,4417.0
2018-05-29,1500000,2,5,2,44.0,6.0,54.524271,52.807177,1,1,,,,,20:34:52,2922.0
2018-05-29,3468912,11,20,2,63.3,12.8,55.4508833,37.5420696,3,11,,,,,23:50:20,81.0
2018-05-30,2700000,3,5,3,59.0,6.0,45.0821634,39.1996631,1,1,,,,,19:27:04,2843.0
2018-05-31,2400000,4,5,4,58.0,5.6,56.8757566,53.291533,1,1,,,,,12:31:40,1010.0
2018-06-02,2450000,4,5,3,67.0,7.6,56.4964303,60.2373511,3,1,,,,,13:02:33,6171.0
2018-06-02,3830000,2,17,1,44.9,16.5,59.9814905,30.3717295,2,11,,,,,13:27:09,2661.0
2018-06-04,3590000,3,15,1,36.0,11.3,55.9493208,37.1802937,2,1,,,,,12:36:14,81.0
2018-06-04,2980000,7,9,2,52.0,12.0,65.9890409,57.5406513,1,1,,,,,21:48:53,4417.0
2018-06-05,2750000,5,5,1,32.0,6.0,55.7403214,38.0228009,3,1,,,,,13:41:12,81.0
2018-06-07,6800000,4,9,3,97.0,30.0,43.4847646,43.5942119,4,1,,,,,02:15:15,9648.0
2018-06-07,13825000,7,7,2,197.5,14.8,55.888657,37.4303702,3,11,,,,,08:59:31,81.0
2018-06-07,4000000,11,14,2,66.0,10.6,55.7770621,49.2167663,2,11,,,,,14:11:48,2922.0
2018-06-08,3800000,5,19,2,60.0,12.0,45.067703,38.954166,3,1,,,,,14:49:04,2843.0
2018-06-09,4630000,3,17,3,91.1,20.0,56.865892,53.2352957,3,11,,,,,11:01:44,1010.0
2018-06-09,4300000,7,17,3,85.0,28.7,56.865892,53.2352957,3,11,,,,,11:09:19,1010.0
2018-06-12,3500000,5,9,3,84.0,14.0,55.6511052,51.7998882,1,1,,,,,12:09:54,2922.0
2018-06-12,1150000,2,2,3,53.0,8.5,61.6726395,50.7817356,5,1,,,,,14:22:07,4417.0
2018-06-12,2180000,4,5,2,52.6,9.0,46.049551,38.166542,3,1,,,,,23:42:28,2843.0
2018-06-13,5300000,4,9,2,60.0,10.0,55.5799788,38.2485275,3,1,,,,,10:40:59,81.0
2018-06-13,4200000,3,17,1,43.0,13.6,55.5752478,38.2531333,3,1,,,,,11:05:52,81.0
2018-06-18,1500000,2,2,2,40.0,6.0,54.8886973,38.6052049,3,1,,,,,13:01:53,81.0
2018-06-20,5750000,8,9,1,32.0,6.0,55.704428,37.766989,1,1,,,,,15:52:13,3.0
2018-06-22,1350000,1,5,1,38.5,11.0,56.3491983,30.5329775,1,1,,,,,14:26:40,7793.0
2018-06-25,1650000,3,4,3,76.0,6.0,56.3891952,61.9614227,3,1,,,,,08:22:14,6171.0
2018-06-25,5350000,8,19,2,82.0,12.0,47.2318203,39.7086225,3,11,,,,,12:11:49,3230.0
2018-06-27,5200000,5,9,2,73.0,16.0,55.5065146,37.9481675,1,1,,,,,15:09:04,81.0
2018-06-28,11535000,15,24,3,80.9,14.0,55.7244072,37.7409377,1,1,,,,,17:08:39,3.0
2018-06-29,3900000,3,4,2,52.6,8.8,59.9992721,29.7702254,3,1,,,,,22:52:08,2661.0
2018-06-30,3400000,4,5,2,43.9,7.0,56.0944479,37.5039916,1,1,,,,,23:16:17,81.0
2018-07-02,2290000,9,22,1,44.0,10.0,47.1974908,39.6263036,3,1,,,,,14:53:43,3230.0
2018-07-02,1300000,4,5,1,35.0,10.0,43.0208992,44.652087,3,1,,,,,15:59:26,13919.0
2018-07-03,1080000,1,2,2,42.0,6.0,55.4004556,86.0184299,3,1,,,,,07:34:59,2860.0
2018-07-03,5500000,6,12,3,84.0,23.0,45.019793,39.039489,4,1,,,,,12:45:42,2843.0
2018-07-03,1000000,2,3,1,40.0,12.0,45.1028818,38.6376167,1,1,,,,,15:35:00,2843.0
2018-07-03,2900000,11,17,1,44.0,14.0,45.0623092,38.9657259,3,11,,,,,16:24:01,2843.0
2018-07-04,4500000,1,6,3,68.0,8.3,59.8703882,29.8671938,1,1,,,,,10:52:34,2661.0
2018-07-04,1200000,2,5,2,43.7,5.6,65.1328754,57.1568845,3,1,,,,,11:11:07,4417.0
2018-07-05,2040000,9,9,3,63.0,8.0,58.0208111,38.848565,1,1,,,,,14:37:09,2604.0
2018-07-09,2200000,3,16,2,74.0,14.0,56.128531,47.344013,3,11,,,,,13:19:37,3019.0
2018-07-09,2350000,5,9,2,47.0,8.4,56.0787168,54.235706,3,1,,,,,13:41:50,2722.0
2018-07-09,6680000,2,5,2,59.0,8.0,59.892994,30.4140096,3,1,,,,,21:30:29,2661.0
2018-07-10,2150000,5,5,1,32.0,6.0,59.9125233,29.7812802,3,1,,,,,10:01:55,2661.0
2018-07-11,3100000,8,10,1,39.6,8.8,55.7362897,49.1002256,1,1,,,,,16:47:23,2922.0
2018-07-12,2900000,2,9,1,37.5,9.0,56.334567,38.142952,3,1,,,,,12:52:00,81.0
2018-07-13,1350000,4,5,1,33.0,7.0,57.6215477,39.8977411,3,1,,,,,16:20:50,2604.0
2018-07-13,2600000,1,5,3,63.0,9.0,46.6861046,38.2920057,3,1,,,,,16:29:05,2843.0
2018-07-16,7101000,3,25,2,63.8,13.0,59.8513073,30.0216431,3,1,,,,,21:07:14,2661.0
2018-07-17,3900000,3,4,1,47.0,11.0,56.0666344,37.3794319,4,1,,,,,01:10:31,81.0
2018-07-17,6990000,1,5,2,44.0,6.0,55.7238127,37.4347638,3,1,,,,,12:50:34,3.0
2018-07-19,1000000,1,5,2,23.0,5.0,56.874725,53.239742,3,1,,,,,09:49:05,1010.0
2018-07-20,3300000,6,9,4,74.0,10.0,47.1383299,39.7507179,3,1,,,,,16:26:10,3230.0
2018-07-22,1590000,1,3,1,38.0,11.0,47.2745017,38.9277634,3,1,,,,,09:14:37,3230.0
2018-07-22,5500000,13,17,2,63.0,10.0,55.4951868,37.5543618,2,1,,,,,23:00:02,3.0
2018-07-26,2050000,6,9,3,61.0,9.0,55.10736,61.616595,3,1,,,,,07:38:12,5282.0
2018-07-26,1950000,9,9,1,45.0,14.0,56.6496542,47.897717,3,11,,,,,13:59:57,4982.0
2018-07-27,1350000,4,5,2,42.0,5.0,56.7990297,59.9012546,1,1,,,,,09:59:55,6171.0
2018-07-27,2430000,10,17,1,51.0,20.0,45.0648634,39.0371658,2,1,,,,,11:13:53,2843.0
2018-07-27,2400000,1,9,2,55.0,10.0,43.504688,43.627886,3,1,,,,,11:54:05,9648.0
2018-07-27,2700000,4,5,3,62.0,6.0,47.2367538,39.8040792,3,1,,,,,12:48:28,3230.0
2018-07-27,1320000,2,2,2,39.0,4.2,54.1864545,45.1459586,3,1,,,,,20:50:22,5241.0
2018-07-29,4000000,4,9,4,64.0,8.0,56.7607948,60.701983,1,1,,,,,11:43:02,6171.0
2018-07-29,6390000,9,10,3,72.4,8.7,59.9230199,30.4489763,1,1,,,,,15:38:03,2661.0
2018-07-30,3700000,13,14,2,56.6,8.1,55.3999414,37.768844,1,1,,,,,15:59:39,81.0
2018-07-30,8280000,10,10,2,64.5,9.9,59.919874,30.371959,2,1,,,,,16:00:13,2661.0
2018-07-31,2991978,1,5,-1,23.6,4.6,59.7009509,30.3958856,1,11,,,,,10:33:09,2661.0
2018-07-31,5800000,6,14,1,47.1,12.0,60.022958,30.370369,2,1,,,,,10:33:17,2661.0
2018-07-31,1980000,5,5,2,54.3,8.4,59.454253,29.5000055,1,1,,,,,14:34:28,3446.0
2018-07-31,3150000,2,4,3,76.6,9.0,58.631363,59.7853588,4,1,,,,,20:46:50,6171.0
2018-08-01,2600000,4,5,3,69.0,9.0,56.1205946,93.331962,1,1,,,,,09:18:43,3870.0
2018-08-01,2350000,3,7,1,44.0,11.0,43.4923108,43.5935978,3,1,,,,,10:50:24,9648.0
2018-08-01,10499000,6,23,4,110.0,12.0,55.8863052,37.4326773,1,1,,,,,11:31:39,81.0
2018-08-02,2600000,1,4,1,42.0,11.0,57.6073975,39.8395594,3,1,,,,,09:30:45,2604.0
2018-08-03,2220000,2,3,2,44.0,7.0,53.3354981,83.7882999,3,1,,,,,09:15:28,6817.0
2018-08-03,1250000,3,5,1,32.0,6.0,56.7439851,38.881941,3,1,,,,,10:57:36,2604.0
2018-08-03,3100000,3,5,3,57.0,6.0,56.3062548,38.1502661,3,1,,,,,12:13:13,81.0
2018-08-03,2400000,2,6,1,50.0,14.0,44.0289752,43.0534628,3,1,,,,,12:41:19,2900.0
2018-08-03,1150000,4,6,1,38.0,9.0,45.084112,39.020193,3,1,,,,,15:06:10,2843.0
2018-08-04,5399940,2,16,2,60.2,11.2,55.7029452,37.8871138,1,11,,,,,07:39:22,81.0
2018-08-04,5904800,25,25,2,67.1,10.7,55.6968448,37.9073245,1,11,,,,,07:43:24,81.0
2018-08-04,8806100,5,24,2,53.5,18.5,55.87287,37.59311,1,11,,,,,07:43:24,3.0
2018-08-04,5969650,23,25,2,66.7,11.4,55.6968448,37.9073245,1,11,,,,,07:43:27,81.0
2018-08-04,4235680,25,25,1,36.8,9.3,55.6968448,37.9073245,1,11,,,,,07:43:29,81.0
2018-08-04,8677850,2,14,3,88.1,10.6,55.915306,37.720106,2,11,,,,,09:37:24,81.0
2018-08-07,3600000,4,6,1,57.7,9.3,55.8257648,49.0725279,3,1,,,,,16:41:30,2922.0
2018-08-08,2420000,2,17,2,54.0,13.0,56.109963,92.913702,3,11,,,,,10:32:32,3870.0
2018-08-08,2650000,9,9,4,79.0,9.0,58.234476,68.274701,1,1,,,,,16:08:22,3991.0
2018-08-08,13700000,12,12,2,65.0,12.0,55.6388284,37.5384822,1,1,,,,,17:07:12,3.0
2018-08-09,3100000,3,5,3,64.0,8.0,43.48278,43.574858,3,1,,,,,10:27:23,9648.0
2018-08-10,10272240,3,8,2,78.0,15.6,59.9391313,30.3159004,2,11,,,,,12:45:28,2661.0
2018-08-10,4100000,4,10,2,67.0,10.6,59.9305317,30.6205086,1,1,,,,,12:56:21,3446.0
2018-08-11,3500000,3,5,3,64.0,11.0,47.23871,39.8082432,3,1,,,,,06:46:31,3230.0
2018-08-12,1950000,1,9,1,40.0,8.0,56.2318163,43.4362229,3,1,,,,,20:01:49,2871.0
2018-08-12,2750000,14,27,1,36.0,9.3,60.0393986,30.4494963,3,1,,,,,21:00:59,3446.0
2018-08-13,4458000,4,17,2,61.2,11.9,55.5396746,37.7167903,1,11,,,,,10:03:59,81.0
2018-08-13,6332000,7,9,3,96.7,16.6,55.5633379,37.851372,2,11,,,,,10:04:00,81.0
2018-08-13,5158890,1,6,1,60.1,11.1,55.7485953,37.9252958,2,11,,,,,10:43:29,81.0
2018-08-13,3750000,6,10,1,42.5,10.6,55.5774674,38.2052556,3,1,,,,,20:00:52,81.0
2018-08-13,3690000,6,10,1,43.0,11.0,55.5774674,38.2052556,2,1,,,,,23:47:42,81.0
2018-08-14,9500000,17,17,2,50.9,8.5,55.629221,37.518542,1,1,,,,,01:46:17,3.0
2018-08-14,2730000,3,9,2,54.0,10.0,55.7659045,52.4191332,1,1,,,,,07:41:49,2922.0
2018-08-14,3445000,5,12,1,34.0,7.0,43.403842,40.003363,2,11,,,,,18:31:05,2843.0
2018-08-15,2700000,3,5,2,45.0,31.0,59.5717476,30.1194336,3,1,,,,,15:57:53,3446.0
2018-08-16,1200000,1,5,2,46.0,7.0,53.087794,91.410785,1,1,,,,,12:06:07,2359.0
2018-08-16,6800000,1,14,3,68.0,9.0,55.6832456,37.8689023,1,1,,,,,12:27:34,81.0
2018-08-18,3750000,4,5,3,50.5,6.2,55.4115543,36.7162291,3,1,,,,,07:39:01,81.0
2018-08-22,1200000,2,5,1,28.0,5.0,56.9086605,59.942029,1,1,,,,,08:30:21,6171.0
2018-08-23,4200000,15,18,2,65.0,13.0,45.053582,39.031826,3,1,,,,,11:23:45,2843.0
2018-08-23,2550000,7,16,1,39.7,10.0,45.026138,39.018226,3,1,,,,,13:26:39,2843.0
2018-08-23,2100000,8,9,3,70.0,7.0,56.493675,38.181607,1,1,,,,,16:12:05,81.0
2018-08-23,1350000,3,5,1,33.0,9.0,44.7689895,39.8649958,3,1,,,,,22:40:48,2843.0
2018-08-25,2600000,7,9,3,60.0,10.0,54.1709324,45.1423289,3,1,,,,,02:52:47,5241.0
2018-08-25,2960000,4,16,2,58.0,10.0,45.063699,39.036884,1,1,,,,,13:01:31,2843.0
2018-08-26,2550000,18,20,1,43.0,12.0,45.133927,39.008272,3,11,,,,,18:34:07,2843.0
2018-08-26,1110000,1,3,1,36.0,8.3,53.5292897,49.17818,4,1,,,,,19:45:13,3106.0
2018-08-27,2850000,12,25,3,91.0,18.0,44.99311,39.068316,2,11,,,,,10:52:24,2843.0
2018-08-27,2160000,2,5,1,31.0,6.5,55.8116984,49.195913,3,1,,,,,11:46:08,2922.0
2018-08-27,2500000,3,5,2,44.0,6.0,55.7649561,38.4460706,1,1,,,,,13:02:23,81.0
2018-08-27,4368880,13,17,1,38.8,7.4,55.7042711,37.9420436,1,11,,,,,13:09:09,3.0
2018-08-27,1750000,1,5,1,38.0,8.0,43.9172201,42.7080805,3,1,,,,,14:57:20,2900.0
2018-08-28,3300000,18,24,2,63.0,11.0,45.0725309,39.0384593,3,1,,,,,12:02:58,2843.0
2018-08-28,4990000,8,9,3,60.0,6.0,59.8262216,30.207174,1,1,,,,,16:00:02,2661.0
2018-08-28,2100000,8,9,1,35.2,12.0,54.7393328,83.058362,3,1,,,,,18:52:04,9654.0
2018-08-29,2190000,9,12,2,48.5,16.5,45.1054739,38.9697956,2,11,,,,,09:29:44,2843.0
2018-08-29,2490000,4,5,2,46.0,7.0,45.020991,39.045768,1,1,,,,,13:37:37,2843.0
2018-08-29,7500000,1,9,2,76.0,15.0,43.626335,39.698437,2,1,,,,,14:40:58,2843.0
2018-08-29,10550000,6,15,3,77.0,10.0,55.4846387,37.3067639,1,1,,,,,18:44:37,3.0
2018-08-30,8037466,16,17,3,84.6,10.0,55.7042711,37.9420436,1,11,,,,,10:42:05,3.0
2018-08-30,1750000,5,16,1,39.2,10.0,45.09787,39.005326,2,1,,,,,11:41:49,2843.0
2018-08-30,6217920,2,17,2,61.2,12.6,55.7042711,37.9420436,1,11,,,,,12:52:35,3.0
2018-08-30,1690000,7,8,2,51.0,10.0,47.52453,42.193382,1,1,,,,,14:26:50,3230.0
2018-08-30,4800000,8,19,1,35.7,9.3,59.8615511,30.3427614,3,1,,,,,14:45:34,2661.0
2018-08-30,6380000,5,9,2,49.0,8.0,59.9489239,30.2421301,3,1,,,,,14:54:02,2661.0
2018-08-30,4900000,7,9,2,50.0,9.0,59.9153024,30.4816295,4,1,,,,,15:08:37,2661.0
2018-08-30,3200000,23,24,1,33.0,10.0,59.918065,30.505386,2,1,,,,,15:14:07,3446.0
2018-08-30,6950000,3,4,1,48.6,12.0,55.8792639,37.3137409,2,1,,,,,16:43:06,81.0
2018-08-30,2700000,5,5,1,41.0,12.0,47.199913,39.654817,3,1,,,,,17:57:18,3230.0
